id csize PC1 PC2 PC3 PC4 PC5 PC6
CL31 4.94645345442402 -0.0180278821637064 -0.00638482126489367 0.0178100318330517 0.000552645856313216 0.00233642046046449 -0.0101424458049608
CL33 4.70883834146583 0.0171101638942137 -0.0249729240579994 -0.00411886797875504 0.00538623914903972 0.0164606140392196 0.00196462625388723
CL38 6.13135821971878 -0.00196002788836636 -0.0076600053027941 -0.00746248467947902 0.0014074851019175 -0.0184902044611317 0.0101228448292472
CL39 4.62452946772029 0.0195794932843909 0.0282912989017885 -0.00296374256404933 -0.00449263391726556 -0.00939020420858527 -0.00298923840975436
CL40 4.43342463558801 0.0197245391804011 -0.0185364851111824 -0.0116232249044834 0.00781253011100015 -0.00355192232211219 -0.00828930458926907
CL41 5.09676343877282 0.0315729493209116 -0.020023308058121 -0.000513476538870805 -0.000367518461000964 0.00489020206349424 0.00290009959234603
CL42 4.35387107741965 0.0173271657076647 0.0152036599255715 -0.00442148670197936 0.0152402348602407 -0.0157428504370426 0.0198419492662728
CL43 6.68144806212611 -0.0452748405039314 -0.014433728035348 -0.00592233763124809 0.000893721954912308 0.0122973551537763 0.000731696353528481
CL45 4.25985484634141 0.0273622954148295 0.0051225165166575 0.00393345582920989 0.0119157391559962 0.00134509677001767 0.00694859424184837
CL47 4.91350924942961 0.0217025330099134 -0.0314503023023341 -0.00341244094395172 -0.00804531925560438 0.000730508018856103 0.00123655447770062
CL50 6.57073413708997 -0.0596691721390335 -0.00866239287943913 -0.0144736174817388 -0.01347995179783 0.0013639297449073 0.0132955582398293
CL56 4.177478903524 0.00185248197368941 -0.0158677782262618 -0.0126701963363301 -0.00426456132326787 0.0107301976174528 -0.00356296028893278
CL58 6.49098800635534 -0.0108546050983033 -0.0290791222322648 0.00912760678423433 0.00208986354397593 -0.00989332282574375 -0.00736685560120185
CL63 4.33632105690973 0.00282624338807501 -0.0228305045766418 0.0105020119264169 -0.00178145102935511 0.00576656566216257 -0.00110436226530023
CL64 7.38779440970027 -0.0366328193034247 -0.0163199075161773 -0.000991483686969528 0.00231290318780232 -0.0111322924135259 0.00303111295257194
CL9 6.90550257509513 0.0216893694092717 -0.0446206261746836 0.0221476791794266 0.00591898285093112 -0.00072700812634897 -0.00439293036444412
LN1 6.71935218650964 -0.0183027099671803 0.0555222160798998 0.0085717340912302 0.0116773038501238 0.0118261476557941 0.000339346228012583
LN10 6.36854306813482 0.00931735007908557 0.038517264398283 -0.0134315049941849 0.0041478864307976 0.00456856043517966 -0.00219033248413869
LN11 6.46924345680768 0.0667208764403152 0.00316385539256495 0.00687753279568664 0.0107103034148422 0.005275807247952 -0.00378182162910113
LN12 6.47622794947679 0.0346070275489609 0.033360574848823 0.0299625498763574 0.00346393607631684 -0.0169959933875927 -0.000213292474079799
LN13 6.88592806642954 0.0152476587953443 -0.0208154082604099 0.0146741681001434 -0.00751067971498711 0.0133893172796045 0.000797199000976465
LN14 7.0240794798374 0.0358888031056352 0.0576046516835049 0.0210668266389354 -0.000827626559033251 0.0031406199504578 -0.00339768515611261
LN15 6.63868448171297 -0.0118857208826286 0.0505228955510344 0.00622139273586156 0.00598606342761641 -0.0104954011171117 0.00129697806020756
LN16 6.66094203371835 0.00428323518972975 -0.00141948852927444 -0.0171705904621256 -0.0105975886839763 0.0222489257063322 0.00706389930152888
LN17 6.1041085197814 0.0308742780177453 0.0217871219355228 0.0123132178987996 -0.00963133079372478 0.0117477038760946 -0.00396937573962916
LN18 6.43790873635659 0.0180924925699663 0.0241983252000526 -0.00510189088814113 -0.0150108461434588 0.00860151556137745 -0.00637042303197405
LN19 6.03894184826557 -0.0171003116660157 0.014725414842765 -0.0165464342561084 0.00370303340020461 -0.000402054773266525 -0.00669595232214584
LN2 6.4829581481945 0.0355875945198289 0.024531989329361 0.0057103931037677 -0.0293782013097033 0.000501076761761456 -0.0231513573209009
LN20 6.65861990107278 0.0220695043379448 0.0255330985214996 0.0191927812279881 -0.0203424766045536 0.00785389657183738 0.0043058571092303
LN21 6.56907778514826 -0.00863841377523676 0.0369218092665537 0.0112982377604224 -0.00215025070883151 0.00513399520102992 0.00410743479151416
LN22 6.56216795098246 0.0346359773878222 0.0296301150213723 0.00526768974998368 -0.010455320708309 0.0130246454585812 -0.0164537845855559
LN23 6.01052151648876 -0.00168747767059602 0.0558820887908242 -0.00154365182776434 0.0153223366606867 0.0343695463564033 -0.00574738246606922
LN24 6.41519099335215 0.00868887428702309 0.0356622669289822 -0.0118344772779558 -0.0052952976540624 0.00914105289259389 -0.0030614698213038
LN25 6.83428832802664 -0.068706952620382 0.0559669019435737 -0.00215653342430242 0.0118497688510115 0.00247236822140047 -0.0216069130517111
LN3 6.48622072326219 -0.0049670887109399 0.0341043344238206 0.0129895716965182 0.00563574036072761 0.0175243005657423 -0.000498234778777032
LN4 6.87516523884496 0.0580311491478947 0.00457937780007955 0.00648895166242083 -0.00458378479271132 0.00743597881543135 0.00700288970364875
LN5 6.44963261637294 0.0331177725068527 0.020282640046965 0.0181338026373956 0.00102703961834004 0.00373222784564783 -0.00174724744983143
LN6 6.6798214184141 0.023338384615672 0.0216410858712196 0.0136195844147249 -0.00938394733757765 -0.00131255047194516 -0.000803860988732948
LN7 6.14351268934673 0.0439906121345439 0.02664823544883 0.000165556580916331 -0.0165525887636527 0.00195400825410868 0.00450634206930849
LN8 6.91499758350637 0.0142346687377967 0.0175596144273673 0.00436592629075089 0.00991082470422287 0.0173794064510462 -8.08443237198352e-05
LN9 6.68438631732266 0.00643205388042495 0.0158859424395803 0.000318836547622033 -0.00429066101167918 0.00194831095056446 -0.00542096739802395
MH10 5.67709981097578 -0.0221098996257384 -0.0167238149979499 -0.00177135612805532 -0.0118861129272376 0.00664633804881075 0.0132634034519897
MH11 4.74174129360265 0.0159226615563277 0.0115649464574824 -0.0182224007449041 -0.00695874084356502 0.00582867313326856 0.00649769951663199
MH16 5.51823226411859 -0.00371386900385054 0.026355683474872 -0.0108575985864421 0.00137752834000704 -0.0067376488938383 0.0196298141259881
MH19 5.66026284754851 -0.0215922555636028 -0.0153587224783576 0.00596392577590797 -0.0144806377410702 0.0111951419141649 0.0130588280667713
MH20 5.0890811048961 0.0240707688894171 0.00951545466994101 -0.00588675482382383 -0.0072980299378851 -0.00673592962324412 -0.012958401125175
MH21 5.02567944710105 0.0107512760187067 0.0375595175362329 -0.0212400310327406 -0.00223154764793111 0.00153967479096989 0.0174351705212567
MH22 5.50163459397306 0.0107115158966461 0.0243833248416962 -0.00414632932470634 -0.00431926642880698 0.00948520708433854 0.0190930461630286
MH26 6.49868080177979 -0.0474658347611857 -0.0123918242405683 0.0114636820856134 -0.00480567286015312 -0.0073837287227414 0.00540420660248605
MH28 5.20838277357965 -0.0400905005269392 0.0105453710357191 -0.00564157541241879 -0.0203619507387718 0.00290563687102942 0.0116761566282091
MH29 5.14473550806084 0.0169566200400786 0.0154194083105446 -0.00393021872595228 -0.0215821622980901 -0.00894404986015346 -0.016106074237973
MH31 5.23569541323741 -0.0167268993606953 -0.00775319472174341 0.00550324950875129 -0.0108694472942365 0.00682069622457184 0.0163140846141377
MH35 4.90199119823935 0.0132532769446376 0.0193009972984279 -0.0150381071133088 -0.0141786640469771 -0.00467257235434744 -0.00748779342978941
MH36 4.79595059495858 -0.0335796788919158 0.0384378371231204 -0.00797728037893591 0.0121322445294138 -0.0125384137284702 0.00623506353363935
MH5 5.36813122553416 -0.0168333529819074 -0.00275852194584786 -0.00399734094003873 -0.00775544166045688 0.00432125865874221 0.0180180622907809
MH7 4.91345388372925 -0.0294239348572917 -0.00635937116107271 -0.00961067241364093 -0.00725656442379609 -0.00127498928396157 -0.00228829745879295
MR1 6.20582934756039 0.00395936802718758 -0.0017531468845761 0.00246816767115388 -0.00639845425976047 -0.00278375526291991 0.0132230931328811
MR10 6.49038738120992 -0.0321415104588949 -0.00348768136293516 -0.00997866560923067 -0.00858964435471522 -0.000244027771576613 -0.00184981891694652
MR14 6.38017814076348 -0.0445490623534659 0.025478162347536 -0.00867840482314614 -0.010937020869222 -0.00327086413715894 -0.000374158596343229
MR15 6.19036271976608 0.0423563354357618 -0.0127377908648438 0.00473027197161309 0.00103105254070005 -0.0136563952311004 0.00363307046626205
MR17 7.00317173647674 -0.0281572732114131 -0.0247808763017538 0.0175325522851194 0.00636561864278444 0.00986370965821876 -0.000436815546790374
MR18 6.53031343826022 -0.0213963156366833 0.0358540167360963 -0.00404175328932408 0.023515467325998 -0.00888801998699196 0.02292821085674
MR2 6.42622422441301 -0.0168114636620644 -0.00225705632845874 -0.00113299986903889 0.0288823356802558 0.0086997412300185 0.00363336688999242
MR3 5.96009886402147 -0.00444861131863863 0.00388562106699558 -0.0155650861723489 -0.0135078844890323 0.0167510868163277 0.0113782190548523
MR4 6.43770589763996 -0.0441549540201505 0.0311921592519788 0.00161656552297185 -0.010885178991193 -0.00664120972418052 -0.000329797630443741
MR47 6.26329243099361 -0.0257035146380662 0.00871683315576591 -0.035377364098492 0.0143940494192154 0.0135164489880461 0.0110101072595232
MR53 7.26938938264642 0.0227398605900922 -0.0323291741187167 0.01774505637964 0.015952985054623 0.00315069316087334 0.0065807748646136
MR57 6.81026744468015 0.0229757407698712 0.00432508061440619 0.00385673899919884 -0.000797378508243796 -0.00909386325061179 0.00234284462491639
MR58 6.71130754741524 -0.0158265460126614 0.0164230215131539 0.00307301287173214 0.0175866973979301 0.024203324027683 -0.00515838624860668
MR7 7.68596382634236 -0.00549147240076549 -0.00317542009277434 0.00669180392333425 0.0307531119927521 0.00347109245476336 -0.0101992256587047
MR8 6.82790385246129 -0.0299197204581419 -0.00566891695484965 0.0188841040458801 0.00802679325431436 -0.003807287220996 0.000789517839985044
MR9 6.32965163646932 0.0110851294791756 -0.00296504041090749 0.000350473941173067 0.00485705220055302 -0.0079156953653217 -0.0119044671622119
RT20 5.27500960081009 0.00563180932075367 0.00805572355259927 -0.00966288526846102 0.0163029359915348 -0.0103334016468201 -0.0202201002983121
RT21 5.08560231398333 0.0212118965701936 0.0198369784114449 -0.0062468293053247 0.0104442168484949 -0.00812171653330055 -0.0108755222700387
RT22 5.21330022728111 0.00830419420515242 0.00497842126838001 0.0161717934845473 -0.00307002074879652 -0.0191111925414938 -0.00553306213065234
RT23 5.25338076367771 0.00493693974652391 0.0204332104047334 -0.0223101114237723 0.00684530833356893 -0.00815726513657953 -0.0199541781598451
RT40 6.28439490507335 -0.0286637749283673 -0.0170783644861115 -0.00473292804528803 -0.000364159461332401 -0.00508325438513092 -0.0158379032350849
RT42 5.0864600381617 0.0468932790611979 -0.00557563652288072 0.000991776311596706 0.0118107470236659 -0.0033426239481055 0.00267487789145074
RT43 5.20779007020121 0.0186927169945579 0.00649538230691532 4.51549544865354e-05 0.00274536112557587 -0.00419704741416286 -0.00123130831599276
RT46 5.29573389524441 0.00442080806724713 -0.0224711805319561 0.00783182834190157 0.0126563535712989 0.00409630035416764 -0.00278506097761352
RT47 6.86326457664651 -0.0531338744707508 -0.0103616735916982 0.0178295229662645 0.0102035455800419 -0.00245915670861136 0.0020078990582465
RT48 5.38134159561287 0.0438461917033128 -0.0310424133991745 -0.0260314806319126 0.00343461996699644 -0.00242114990265105 -0.0122811739046596
RT49 5.48456574191216 0.0180146725823429 0.00990694620615279 0.0156359565779289 0.00481613787640681 0.00506389112478127 0.0162451914980766
RT50 5.99605568229935 -0.0351098926438222 -0.00955933353961423 -0.0149784914102971 -0.000401914395616291 -0.00119487015609939 -0.0118632760906226
RT54 5.69859386853287 -0.0291029583496471 -0.0327389820838865 0.0118096259156082 0.0170049878068403 0.011172340018415 0.00818031262792073
RT55 5.16925951325027 0.00632733899325483 -0.019913426360411 -0.00643716711389868 0.00246125630861604 0.000432596631947619 -0.00421303980929363
RT60 5.39249043678999 -0.0234669983216918 -0.0085963317216184 0.0171167923110244 0.025492272641061 -0.00618885253512122 -0.00201298553208862
RT62 6.71361736604495 -0.0418783654775569 -0.0190985243416295 0.00363500128946953 -0.0137528381728077 -0.000282878809265602 -0.00145945441200182
SF1 6.8082770774992 -0.0288215899108977 -0.0268092099866606 -0.0145317679923157 -0.00803212619606599 0.0023236898704994 -0.004706920560081
SF10 6.03162412238593 -0.0651078734097956 -0.00723311432275485 0.00678411868723353 0.0135265499921077 -0.0115205632072785 -0.00802182150207767
SF12 5.81813379298984 0.060798837174688 -0.0137315449067469 -0.0164673408060656 0.00227818243466312 -0.0152662923603469 0.0124333402628439
SF2 4.86004550466524 0.0432888561985767 -0.0031178079769452 0.0066299818676655 -4.12058761553795e-05 -0.00639170001046583 0.00445556787490601
SF22 5.71146660815488 -0.00877635207483227 -0.0262234959274862 0.00584827876385839 0.00241408477291362 -0.00466239941540386 0.0258232306911734
SF23 4.6490500950441 0.0145623224412 0.0196476512238456 -0.0167352379281231 0.0164797222711168 -0.00446981399286769 0.0180109910859295
SF24 5.06372780038855 0.0527740847654397 0.00927355865722571 -0.00125247206297593 -0.00926813321097718 -0.000527773257511118 -0.00377130964375683
SF27 5.235127996338 -0.00643973538783232 -0.0201068432105086 -0.014476699705399 -0.0122632058712087 -0.00597858787871048 0.00036540495572262
SF28 5.73374077779177 -0.00803046772570264 -0.0172931488245717 -0.00522301610380234 0.00282902102766599 0.0207981341638661 -0.0233449318483089
SF29 5.20004339009614 -0.00265148801005768 0.00895499814637719 -0.0116317375963471 0.0096141517906783 0.00498485394271483 -0.00665831208628835
SF3 5.08784160137139 0.0280959061345531 0.0120503220935468 0.00374464262800834 0.00358018921981623 0.000279364882617156 0.00389071189002101
SF30 5.1814394912691 -0.00788916140633172 -0.017058435001459 -0.0180291298470029 -0.00258964509270592 -0.00198303192174902 0.00313401548367108
SF32 5.40427891932684 -0.0124218968278018 -0.014356491610685 0.000641751267128046 -0.00178864119369929 0.00472636306571979 -0.0117140243815434
SF33 5.05255360813381 0.0276075765966993 -0.0035548657153338 -0.0149064219534359 0.00172327405342703 -0.00857957561003411 0.0115137104433264
SF4 4.88129307293968 -0.0217247031659736 -0.0128943542980394 0.0205728034517111 0.00451356178345854 -0.00146744550306917 0.000514460412949373
SF5 5.18335467653497 -0.00700853234727122 -0.0206387866018693 -0.0162625154655072 0.00379028724522905 0.00386768902471828 -0.0105780578209114
SF58 6.14042131502904 -0.00292200171279407 0.0228439033622358 -0.00321186769868909 -0.00152077757392114 -0.000916499382937067 0.000241001730503077
SF83 5.40210584308748 -0.0173363461962058 -0.0119084915701207 -0.00839096295215912 0.0218161387703298 0.0027722631568606 -0.011025392045637
SH1 7.01969391753128 0.0248345928702793 -0.0517565587120019 -0.000839905402506062 0.000330456823481833 -0.0133836162501021 0.0017350016401164
SH10 6.62624903058876 0.00998814839382888 -0.0265520338513073 0.00252469713383278 -0.00104698258419925 -0.00549676816577613 -0.00350904413349245
SH11 6.79123336592347 -0.0200577431257994 -0.0316838024034201 -0.00626722133178253 0.00391320424488685 -0.0057856159692983 -0.00250672657552866
SH12 6.61155922679651 -0.000232509817098978 -0.0333018634229167 0.0110500191270463 -0.00638544068810322 -0.0107109447408213 0.00317076432210351
SH13 5.75099780598555 0.0500049640610201 -0.0400610921521851 6.63587614677703e-05 -0.00545666141113334 -0.0163818214557418 -0.00617080414812646
SH14 5.32996278118494 0.0327854149919352 -0.0279893049937939 -0.0111985986405231 -0.00843813177604436 -0.00363241238191374 -0.0207078227506463
SH16 6.53734158507525 0.00285390863431532 -0.0456736078423141 -0.0173766800938339 -0.00283913652601876 -0.00181188667170174 -0.0143708448024551
SH18 5.98100490125483 0.00165323265060491 0.00553606217138007 0.000673021992500061 0.0111922518764746 -0.0190544312459205 -0.00189659840035579
SH19 6.21404209821151 0.000903038349171984 0.0112992999071752 0.00885783081398026 0.00452684591543804 -0.0156531434342488 -0.00106980830117367
SH2 5.88650567576765 0.0010280887772108 0.022065320745953 -0.0056772994248459 -0.0119502691156768 -0.00927961070471301 -0.00606298819865305
SH20 5.93612328094385 -0.00895721025713168 0.0225781700378259 0.00500708536178382 -0.00834575582738008 -0.0127560870273743 -0.00196485810169712
SH4 7.09580433189659 -0.001495975319313 -0.0404127208220098 -0.00592012225036119 -0.0176186151485609 -0.00136030927882985 0.000367261721464166
SH5 7.5809988352571 0.000780753169926692 -0.0274999936544488 -0.00257375001541536 0.00674532993968135 0.00126171041067886 0.000584965089050815
SH6 5.92762107778239 -0.00857698148764113 -0.0162749232267352 -0.00726129954241392 -0.0166676614004341 -0.00792154153693291 -0.0146665410590377
SH7 7.07370303156943 -0.0221037962378047 -0.0209261936059714 -0.000483717551152383 0.00405845458557321 -0.0103293765255282 -0.00875803993968538
SH8 7.16810209029372 -0.0174326973158367 -0.0192077117036263 0.00169768692759934 0.00200179727456654 -0.0075375683052278 -0.00992721187921386
SK1 5.90888843000854 -0.0100534131027468 0.027315621428304 0.00347042737156104 -0.0063863479560205 0.00561763187101149 -0.0104898072825935
SK10 5.83939660700816 -0.00904776691773443 0.0191818668710862 0.0130162168404943 -0.0128178324879893 -0.0014813426058907 -0.0067580270312912
SK12 6.73032375784517 -0.0424571186074417 0.0487412409130528 0.0119095093290484 -0.0135339127157337 -0.0254252574306607 -0.0122338597835006
SK13 6.66179851678819 -0.00368017109401549 0.023327873298651 0.0120166688715063 0.00180505063426236 0.00293837549654804 -0.00970523866688273
SK14 6.64014271959978 -0.0137493688350147 0.0148867863616839 0.00906367443549623 -0.00888784014986377 -0.0037649156452316 -0.000238853930327951
SK15 8.72484998446872 -0.0219458905685075 -0.000243088078479142 0.0247596727745863 -0.023936301145078 -0.00443172372637936 0.000186139831292514
SK17 6.5294027309368 0.00167176978603614 -0.00937380502600517 -0.0132316718113046 -0.00429504012907252 0.00768289383954509 -0.00585023309822268
SK19 6.25194982546876 0.0318980632910554 0.00422262662973439 -0.00529037172154395 0.00515812695108179 -0.00749963404238334 0.00872799087006534
SK24 6.78540655158144 -0.0388871135746661 -0.00591842150480755 -0.000579726677630959 0.00173998713353162 -0.00710985999753987 -0.000884863775784231
SK25 6.99504344806145 -0.0106140194676454 -0.0332332646006204 0.0143443560294969 0.00532748383878206 -0.00559444301845614 -0.000856104495182843
SK26 6.36615983512658 -0.0422379158765094 0.0235262562363818 -0.0102645052268789 -0.0127297883575958 -0.000597900527903839 0.0119022203045287
SK30 6.42128640455012 0.00150055897186344 0.0150787125741105 0.00955842907566726 0.0167338349729178 -0.0184595187212457 -0.000346080885954989
SK4 7.26526569820491 -0.0311672452120785 -0.00827751684976067 -0.00173439809752835 -0.00408965284828394 0.0132271600483167 -0.015412626862146
SK7 7.54167427105723 -0.0110745023783067 -0.00325049914439308 0.00900506904403847 -0.0269338646218151 0.00120262973599951 -0.00617866195936415
SK8 5.98223122533943 0.00601569648029247 0.0266268357358872 0.00175939676733617 -0.000224234916578746 -0.00654928582267279 -0.0145033633056707
SR1 6.15831582601579 -0.00895438485012226 -0.0187942846528578 0.00197121387701638 -0.0100137673390348 0.00892491222184881 0.00253730159298149
SR105 4.98695510404926 0.0017407641187552 -0.000266531040205441 -0.00518343120682306 0.0113365967605854 0.0130699123351162 0.00188467819985984
SR107 5.27339296209237 0.00645927108929502 -0.0102477349389499 0.000115560052159404 -0.00833368406378739 0.0145052203940028 -0.00550266090583764
SR113 6.83231740608677 -0.046415594812637 0.00798807000257138 -5.02134884258888e-05 -0.00257804464928086 0.00148713322106466 0.00486277376527881
SR114 4.80609242873626 0.000618399301171517 0.0184559375566552 -0.00527105966881695 -0.00671379948700761 0.00937236368393666 0.0148696621136079
SR120 4.68797577837238 0.0049946292699634 0.0201155998897621 0.00277569293689051 -0.00708599071816912 -0.012556006063868 -0.000776734595685975
SR125 7.52029954553586 0.0275733782085513 -0.0359009541784955 -0.00845870055567099 -0.0128350859058712 0.0110995987633054 0.00174546757765138
SR128 4.11891846735023 0.0219603129140747 0.0181401692672871 -0.0034945039565852 0.000322985208895882 0.0134422105186085 0.00512468038620221
SR130 6.66272393107759 0.0374284141234008 -0.0361727719385779 0.0206111921007245 0.0224785941218577 0.0314201748436874 -0.00691713945976852
SR131 4.41316553051749 0.0322090144479358 -0.017055932073352 -0.00765860015689728 0.00018675017315493 0.00883733952516043 0.00535981046045847
SR133 5.4050959534923 0.0116155873366698 -0.0243565582623013 0.00239111283412917 0.0037949016139861 0.00277370961210885 0.00211001666884563
SR137 4.60309014966445 0.0359177732280914 0.00524889662210107 -0.012042733603917 0.0120220521023097 -0.00616648336891574 0.00199836694367101
SR141 5.25248921011916 0.0128487799930289 -0.00982675193840366 0.00287189490312739 -0.00295016151660189 -0.00477079712541083 -0.0176413643731109
SR144 6.10898334224158 -0.0139712269740131 -0.0159589955797694 0.0170135635694957 -0.00434179654209398 0.00565834143229721 -0.00331129204452163
SR148 5.03596554823799 0.0395006161072252 -0.0379277284869638 -0.00204178679620448 0.0018691622724681 0.00491011960797823 -0.010025006472981
SR149 5.20313272769 -0.0190089662565126 -0.0174697559564896 -0.00441691470834275 0.0139137407167001 -0.00258815469229689 0.00105316268591229
SR18 4.9337906923506 0.0217162159241908 0.00210616748427126 0.00870304571661108 0.00535624369454341 -0.00516502835313003 -0.00058661357264287
SR24 6.50495580972341 -0.0114370785871137 -0.0066971208980996 0.00644904279757451 0.00768076899058156 -0.000387637421609168 -0.00818406817884316
SR25 4.72979527462026 0.0223869672361707 0.0112756644806373 -0.0231267882953673 0.00520492369060178 0.00616266355120496 0.00352509435942909
SR34 6.55711367167156 -0.0176746142969442 -0.0276225986373433 0.0206585887301764 -0.00411882243541115 0.00234491179353787 0.00475415621593486
SR37 8.87083714383613 -0.0227694343954881 -0.0138319009682843 0.0116018689497812 -0.0319060366045209 0.00096818916497705 0.022101640066625
SR45 6.28412984028755 0.0106603331057479 -0.0343864357816493 0.00923772649885866 -0.00830840733255923 0.0147369349642737 0.00551634754344969
SR51 4.67222348199485 0.018032420429648 0.0073103174804596 -0.00244481298271111 -0.012831074808072 0.000185696030725634 0.00343434131630489
SR58 5.45599277846424 -0.0278108191268495 0.0145165069770951 0.00140124777499877 0.0075210823634082 -0.00171583697972974 -0.00315564306423553
SR80 5.15063835762629 -0.0135227081134357 -0.00538533733732797 -0.0146239897331889 0.00719413036666447 -0.00642452034513663 0.000521560097174715
SR88 6.1176700057083 -0.0238122752326427 -0.00737250026303405 0.00827719934352476 0.0077105849211269 -0.0022481725018472 0.00301855949966372
SR89 6.09132625764965 0.00370528795888667 -0.0214152102170328 0.00285253959260345 -0.00280888517781869 0.00639395167734243 -0.0061165857443081
SR92 5.00239726375959 -0.0109365209807223 0.00821951411844797 -0.00185155813305886 -0.000507971217859561 0.00227376810912661 0.00042376414693635
SR96 6.16415133756134 -0.00640281316898711 -0.0259132991721135 0.0102265498034909 -0.00076449473632097 -0.000859567279087911 0.00435355933818873
