id pop year region species cluster geno_sex sequenced rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode isotope_d13C isotope_d15N isotope_d13C_resid isotope_d15N_resid isotope_CN_ratio csize PC1 PC2 PC3 PC4 PC5 PC6 egg_diameter_mean egg_diameter_sd egg_number egg_weight sex testis_length_mean testis_width_mean testis_weight std_length body_depth1 body_depth2 spine_dorsal1 spine_dorsal2 spine_dorsal3 spine_pelvic joint_sex raker_long_count raker_short_count plate_count
SR130 SR 2014 GY cmn cmn F 1 158.265708705357 106 153.814202008929 180 151.062639508929 169 463.142550223214 463.142550223214 -18.8 13.25 -0.458000000000001 -0.3045 3.29985885673959 6.66272393107759 0.0374284141234008 -0.0361727719385779 0.0206111921007245 0.0224785941218577 0.0314201748436874 -0.00691713945976852 1.005 0.0283823106098774 91 1.712 F NA NA NA 5.47 1.18 1.18 0.472940476 0.614 0.190595238 0.763719048 F NA NA NA
SR131 SR 2014 GY wht wht F 1 179.101662887377 189 167.331821617536 173 156.363189720333 158 502.796674225246 502.796674225246 -17.56 12.4 0.782000000000001 -1.1545 3.2535231316726 4.41316553051749 0.0322090144479358 -0.017055932073352 -0.00765860015689728 0.00018675017315493 0.00883733952516043 0.00535981046045847 1.395 0.089597867038104 42 2.569 F NA NA NA 3.62 0.82 0.86 0.408401891 0.474 0.175451537 0.624758865 F NA NA NA
SR133 SR 2014 GY wht wht F 1 152.937797619048 139 147.60744047619 155 144.518501984127 141 445.063740079365 445.063740079365 -18.29 13.67 0.0520000000000007 0.1155 3.28854961832061 5.4050959534923 0.0116155873366698 -0.0243565582623013 0.00239111283412917 0.0037949016139861 0.00277370961210885 0.00211001666884563 1.36 0.107496769977314 43 2.101 F NA NA NA 4.32 0.96 1.01 0.424220854 0.499 0 0.651619001 F NA NA NA
SR137 SR 2014 GY wht wht M 1 177.420818353022 98 169.897021058038 98 161.520116418422 179 508.837955829481 508.837955829481 -18.18 12.96 -0.0137499999999995 -1.11375 3.33551601423488 4.60309014966445 0.0359177732280914 0.00524889662210107 -0.012042733603917 0.0120220521023097 -0.00616648336891574 0.00199836694367101 NA NA NA NA M 3.6 1.15 0.652 3.78 0.88 0.88 0.431133803 0.473 0.178157277 0.442262911 M NA NA NA
SR141 SR 2014 GY wht wht F 1 163.747174603175 96 161.603492063492 96 162.237079365079 96 487.587746031746 487.587746031746 -17.44 13.09 0.901999999999999 -0.4645 3.3144204553828 5.25248921011916 0.0128487799930289 -0.00982675193840366 0.00287189490312739 -0.00295016151660189 -0.00477079712541083 -0.0176413643731109 1.035 0.0783510618236211 37 1.82 F NA NA NA 4.22 0.94 0.94 0.782588653 0.825 0.150782506 0.794832151 F NA NA NA
SR144 SR 2014 GY cmn cmn F 1 176.112506808279 102 173.164828431373 192 172.238255718954 191 521.515590958606 521.515590958606 -18.44 13.19 -0.0980000000000014 -0.3645 3.22310895211659 6.10898334224158 -0.0139712269740131 -0.0159589955797694 0.0170135635694957 -0.00434179654209398 0.00565834143229721 -0.00331129204452163 0.95 0.124721912892465 58 0.985 F NA NA NA 4.88 1.04 1.06 0.421732861 0.477 0 0.638929078 F NA NA NA
SR148 SR 2014 GY wht wht F 1 153.335315248359 119 142.009909575127 108 133.808311656138 127 429.153536479623 429.153536479623 -17.36 13.34 0.982000000000001 -0.2145 3.2333803810868 5.03596554823799 0.0395006161072252 -0.0379277284869638 -0.00204178679620448 0.0018691622724681 0.00491011960797823 -0.010025006472981 1.255 0.0797565740933693 63 2.167 F NA NA NA 4.08 0.94 0.94 0.488869642 0.471 0.171905587 0.649198905 F NA NA NA
SR149 SR 2014 GY wht wht F 1 176.848290598291 137 163.52744904668 181 152.820567609029 158 493.196307254 493.196307254 -17.88 14.7 0.462000000000001 1.1455 3.28131505276003 5.20313272769 -0.0190089662565126 -0.0174697559564896 -0.00441691470834275 0.0139137407167001 -0.00258815469229689 0.00105316268591229 1.32 0.0632455532033675 85 2.442 F NA NA NA 4.28 0.94 1.06 0.368238651 0.423 0.12201574 0.624742619 F NA NA NA
SR15 SR 2014 GY cmn NA NA 1 172.44199751861 100 171.425920181969 105 171.475186104218 188 515.343103804797 515.343103804797 -18.4 13.59 NA NA 3.24112199347058 NA NA NA NA NA NA NA 0.79 0.128668393770792 60 0.823 F NA NA NA NA NA NA NA NA NA NA F NA NA NA
SR159 SR 2014 GY cmn NA NA 1 169.679198841699 99 174.043838481338 188 176.895656370656 185 520.618693693694 520.618693693694 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR18 SR 2014 GY wht wht M 1 178.629396104806 97 174.654406613423 99 171.385736303769 103 524.669539021998 524.669539021998 -18.14 14.13 0.0262499999999997 0.0562500000000006 3.32491325468425 4.9337906923506 0.0217162159241908 0.00210616748427126 0.00870304571661108 0.00535624369454341 -0.00516502835313003 -0.00058661357264287 NA NA NA NA M 3.65 1.025 0.588 4.07 0.89 0.89 0.432333333 0.46 0.08270922 0.638297872 M NA NA NA
SR20 SR 2014 GY cmn NA NA 1 167.676380227439 186 160.885019258988 171 155.888045671313 160 484.44944515774 484.44944515774 -18.63 13.51 NA NA 3.31590095683296 NA NA NA NA NA NA NA 1.44 0.0516397779494322 92 3.79 F NA NA NA NA NA NA NA NA NA NA F NA NA NA
SR24 SR 2014 GY wht cmn F 1 165.298522213855 101 162.082690135542 101 159.406014683735 105 486.787227033133 486.787227033133 NA NA NA NA NA 6.50495580972341 -0.0114370785871137 -0.0066971208980996 0.00644904279757451 0.00768076899058156 -0.000387637421609168 -0.00818406817884316 NA NA NA NA NA NA NA NA 5.29 1.16 1.19 0.352112676 0.479 0.132873239 0.527934272 F NA NA NA
SR25 SR 2014 GY wht wht M 1 185.14688447753 209 181.660945685139 198 177.390405293631 189 544.1982354563 544.1982354563 -17.61 14.06 0.556250000000001 -0.0137499999999997 3.37154547412246 4.72979527462026 0.0223869672361707 0.0112756644806373 -0.0231267882953673 0.00520492369060178 0.00616266355120496 0.00352509435942909 NA NA NA NA M 4 1.05 0.484 3.91 0.89 0.88 0.503681937 0.579 0.102283392 0.702073941 M NA NA NA
SR34 SR 2014 GY cmn cmn F 1 181.358166537116 130 176.324451029926 107 171.261562378546 102 528.944179945589 528.944179945589 -17.34 13.97 1.002 0.415500000000001 3.2341261909521 6.55711367167156 -0.0176746142969442 -0.0276225986373433 0.0206585887301764 -0.00411882243541115 0.00234491179353787 0.00475415621593486 0.93 0.0918936583472681 55 1.103 F NA NA NA 5.2 1.12 1.2 0.42836385 0.485 0.102537559 0.560732394 F NA NA NA
SR37 SR 2014 GY cmn cmn F 1 175.783484809694 96 167.440870882403 97 160.585072111282 184 503.809427803379 503.809427803379 -19.52 14.16 -1.178 0.6055 3.24608771576332 8.87083714383613 -0.0227694343954881 -0.0138319009682843 0.0116018689497812 -0.0319060366045209 0.00096818916497705 0.022101640066625 NA NA NA NA NA NA NA NA 7.13 1.46 1.46 0.426711584 0.406 0 0.66907565 F NA NA NA
SR45 SR 2014 GY cmn cmn F 1 164.936949211503 96 165.917613636364 96 169.036062152134 97 499.890625 499.890625 -18.59 13.6 -0.248 0.0454999999999999 3.24282715185444 6.28412984028755 0.0106603331057479 -0.0343864357816493 0.00923772649885866 -0.00830840733255923 0.0147369349642737 0.00551634754344969 1.015 0.137537873571852 47 1.487 F NA NA NA 4.98 1.14 1.17 0.458312057 0.546 0.122018913 0.582252955 F NA NA NA
SR51 SR 2014 GY wht wht M 1 147.925754458162 159 148.309670781893 159 148.502657750343 159 444.738082990398 444.738082990398 -18.07 13.64 0.0962499999999999 -0.43375 3.27395732659282 4.67222348199485 0.018032420429648 0.0073103174804596 -0.00244481298271111 -0.012831074808072 0.000185696030725634 0.00343434131630489 NA NA NA NA M 4.3 1.025 0.393 3.79 0.83 0.84 0.426711584 0.505 0.171390071 0.712333333 M NA NA NA
SR58 SR 2014 GY cmn cmn F 1 169.093768371546 101 165.824563981971 104 163.323829120125 185 498.242161473643 498.242161473643 -18.24 13.54 0.102000000000001 -0.0145000000000006 3.31906400550585 5.45599277846424 -0.0278108191268495 0.0145165069770951 0.00140124777499877 0.0075210823634082 -0.00171583697972974 -0.00315564306423553 1.145 0.111679103785006 48 2.373 F NA NA NA 4.38 1.01 1.08 0.454199539 0.379 0.085671497 0.525850272 F NA NA NA
SR80 SR 2014 GY wht wht M 1 159.538610976202 99 156.567319626572 180 153.883870271437 171 469.989800874211 469.989800874211 -18.23 14.79 -0.0637500000000002 0.716249999999999 3.31654241386258 5.15063835762629 -0.0135227081134357 -0.00538533733732797 -0.0146239897331889 0.00719413036666447 -0.00642452034513663 0.000521560097174715 NA NA NA NA M 4.8 1 0.561 4.11 0.98 1.01 0.541930726 0.552 0.15665547 0.819793733 M NA NA NA
SR88 SR 2014 GY cmn cmn F 1 155.815317057004 191 154.078905214317 188 153.373867653557 185 463.268089924878 463.268089924878 -18.87 13.16 -0.528000000000001 -0.3945 3.462911126662 6.1176700057083 -0.0238122752326427 -0.00737250026303405 0.00827719934352476 0.0077105849211269 -0.0022481725018472 0.00301855949966372 1.295 0.083166499665831 58 3.372 F NA NA NA 4.9 1.16 1.15 0.437528169 0.485 0.139429578 0.704366197 F NA NA NA
SR89 SR 2014 GY cmn cmn F 1 157.452160493827 186 155.47792022792 183 153.977504748338 176 466.907585470085 466.907585470085 -18.22 13.58 0.122000000000001 0.0255000000000003 3.25802301963439 6.09132625764965 0.00370528795888667 -0.0214152102170328 0.00285253959260345 -0.00280888517781869 0.00639395167734243 -0.0061165857443081 1.275 0.0634647758821992 67 2.924 F NA NA NA 4.87 1.12 1.18 0.634328658 0.484 0.140414788 0.688620391 F NA NA NA
SR92 SR 2014 GY wht wht M 1 153.627111356796 168 150.315152631902 164 146.799828020392 160 450.74209200909 450.74209200909 -18.89 13.78 -0.72375 -0.293750000000001 3.49964412811388 5.00239726375959 -0.0109365209807223 0.00821951411844797 -0.00185155813305886 -0.000507971217859561 0.00227376810912661 0.00042376414693635 NA NA NA NA M 4.4 1.25 0.575 4.06 0.91 0.93 0.463115839 0.488 0.0951513 0.668023641 M NA NA NA
SR96 SR 2014 GY cmn cmn F 1 161.8229268591 101 161.654384784736 103 163.373471135029 187 486.850782778865 486.850782778865 -18.72 13.24 -0.377999999999999 -0.3145 3.37154547412246 6.16415133756134 -0.00640281316898711 -0.0259132991721135 0.0102265498034909 -0.00076449473632097 -0.000859567279087911 0.00435355933818873 0.845 0.0598609499868932 47 0.942 F NA NA NA 5.01 1.05 1.09 0.524112646 0.541 0.149705898 0.888241065 F NA NA NA
CP1 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP10 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP2 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP21 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP22 CP 2012 AN cmn cmn NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP3 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP31 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP35 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP38 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP4 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP49 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP5 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP50 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP6 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
CP8 CP 2012 AN cmn cmn NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP9 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP1 PP 2012 GY cmn wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP10 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP11 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP12 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP13 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP14 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP15 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP2 PP 2012 GY cmn wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP3 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP31 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP4 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP5 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP6 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP7 PP 2012 GY cmn wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP8 PP 2012 GY cmn wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PP9 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ1 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ10 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ11 PQ 2012 AN cmn cmn NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ12 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ13 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ14 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ15 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ16 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ2 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ3 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ4 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ5 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ6 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ7 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ8 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
PQ9 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF1 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF10 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF11 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF12 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF13 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF14 SF 2012 GY cmn wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF15 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF16 SF 2012 GY cmn cmn NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SF2 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF3 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF4 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF5 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF6 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF7 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF8 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SF9 SF 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SR1 SR 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SR10 SR 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SR11 SR 2012 GY cmn wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SR12 SR 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SR13 SR 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SR14 SR 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA
SR15 SR 2012 GY wht NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
